"","code","cdk_id"
"1431","26A","gtfs.line.1.26a-0"
"1432","26","gtfs.line.1.26-1"
"1433","26","gtfs.line.1.26-0"
"1434","25Y","gtfs.line.1.25y-1"
"1435","25Y","gtfs.line.1.25y-0"
"1436","25T","gtfs.line.1.25t-1"
"1437","25T","gtfs.line.1.25t-0"
"1438","25H","gtfs.line.1.25h-0"
"1439","25G","gtfs.line.1.25g-1"
"1440","25G","gtfs.line.1.25g-0"
"1441","25E","gtfs.line.1.25e-1"
"1442","25E","gtfs.line.1.25e-0"
"1443","25A","gtfs.line.1.25a-1"
"1444","25A","gtfs.line.1.25a-0"
"1445","256","gtfs.line.1.256-1"
"1446","256","gtfs.line.1.256-0"
"1447","16KH","gtfs.line.1.16kh-1"
"1448","16KH","gtfs.line.1.16kh-0"
"1449","16K","gtfs.line.1.16k-1"
"1450","16K","gtfs.line.1.16k-0"
"1451","16F","gtfs.line.1.16f-1"
"1452","16F","gtfs.line.1.16f-0"
"1453","16D","gtfs.line.1.16d-1"
"1454","16D","gtfs.line.1.16d-0"
"1455","16C","gtfs.line.1.16c-1"
"1456","16C","gtfs.line.1.16c-0"
"1457","16B","gtfs.line.1.16b-1"
"1458","16B","gtfs.line.1.16b-0"
"1459","16A","gtfs.line.1.16a-1"
"1460","16A","gtfs.line.1.16a-0"
"1461","16","gtfs.line.1.16-1"
"1462","16","gtfs.line.1.16-0"
"1463","15ŞN","gtfs.line.1.15n-1"
"1464","15ŞN","gtfs.line.1.15n-0"
"1465","15ÇK","gtfs.line.1.15k-1"
"1466","15ÇK","gtfs.line.1.15k-0"
"1467","15Y","gtfs.line.1.15y-0"
"1468","15U","gtfs.line.1.15u-1"
"1469","15U","gtfs.line.1.15u-0"
"1470","15TY","gtfs.line.1.15ty-1"
"1471","15TY","gtfs.line.1.15ty-0"
"1472","15S","gtfs.line.1.15s-1"
"1473","15S","gtfs.line.1.15s-0"
"1474","15R","gtfs.line.1.15r-1"
"1475","15R","gtfs.line.1.15r-0"
"1476","15P","gtfs.line.1.15p-1"
"1477","15P","gtfs.line.1.15p-0"
"1478","15E","gtfs.line.1.15e-1"
"1479","15E","gtfs.line.1.15e-0"
"1480","15D","gtfs.line.1.15d-1"
"1481","15D","gtfs.line.1.15d-0"
"1482","15C","gtfs.line.1.15c-1"
"1483","15C","gtfs.line.1.15c-0"
"1484","15BK","gtfs.line.1.15bk-1"
"1485","15BK","gtfs.line.1.15bk-0"
"1486","15B","gtfs.line.1.15b-1"
"1487","15B","gtfs.line.1.15b-0"
"1488","15A","gtfs.line.1.15a-1"
"1489","15A","gtfs.line.1.15a-0"
"1490","153","gtfs.line.1.153-1"
"1491","153","gtfs.line.1.153-0"
"1492","152","gtfs.line.1.152-1"
"1493","152","gtfs.line.1.152-0"
"1494","151","gtfs.line.1.151-1"
"1495","151","gtfs.line.1.151-0"
"1496","150","gtfs.line.1.150-1"
"1497","150","gtfs.line.1.150-0"
"1498","15","gtfs.line.1.15-1"
"1499","15","gtfs.line.1.15-0"
"1500","14ŞB","gtfs.line.1.14b-1"
"1501","14ŞB","gtfs.line.1.14b-0"
"1502","14ÇK","gtfs.line.1.14k-1"
"1503","14ÇK","gtfs.line.1.14k-0"
"1504","14Y","gtfs.line.1.14y-1"
"1505","14Y","gtfs.line.1.14y-0"
"1506","14S","gtfs.line.1.14s-1"
"1507","14S","gtfs.line.1.14s-0"
"1508","14R","gtfs.line.1.14r-1"
"1509","14R","gtfs.line.1.14r-0"
"1510","14M","gtfs.line.1.14m-1"
"1511","14M","gtfs.line.1.14m-0"
"1512","14KS","gtfs.line.1.14ks-1"
"1513","14KS","gtfs.line.1.14ks-0"
"1514","14F","gtfs.line.1.14f-1"
"1515","14F","gtfs.line.1.14f-0"
"1516","14ES","gtfs.line.1.14es-1"
"1517","14E","gtfs.line.1.14e-1"
"1518","14E","gtfs.line.1.14e-0"
"1519","14DK","gtfs.line.1.14dk-1"
"1520","14DK","gtfs.line.1.14dk-0"
"1521","14D","gtfs.line.1.14d-1"
"1522","14D","gtfs.line.1.14d-0"
"1523","14C","gtfs.line.1.14c-1"
"1524","14C","gtfs.line.1.14c-0"
"1525","14BK","gtfs.line.1.14bk-1"
"1526","14BK","gtfs.line.1.14bk-0"
"1527","14AK","gtfs.line.1.14ak-1"
"1528","14A","gtfs.line.1.14a-1"
"1529","14A","gtfs.line.1.14a-0"
"1530","147","gtfs.line.1.147-1"
"1531","147","gtfs.line.1.147-0"
"1532","146T","gtfs.line.1.146t-1"
"1533","146T","gtfs.line.1.146t-0"
"1534","146M","gtfs.line.1.146m-1"
"1535","146M","gtfs.line.1.146m-0"
"1536","146B","gtfs.line.1.146b-1"
"1537","146B","gtfs.line.1.146b-0"
"1538","146","gtfs.line.1.146-1"
"1539","146","gtfs.line.1.146-0"
"1540","145T","gtfs.line.1.145t-1"
"1541","145T","gtfs.line.1.145t-0"
"1542","145M","gtfs.line.1.145m-1"
"1543","145M","gtfs.line.1.145m-0"
"1544","145","gtfs.line.1.145-1"
"1545","145","gtfs.line.1.145-0"
"1546","143","gtfs.line.1.143-1"
"1547","143","gtfs.line.1.143-0"
"1548","142F","gtfs.line.1.142f-1"
"1549","142F","gtfs.line.1.142f-0"
"1550","142A","gtfs.line.1.142a-1"
"1551","142A","gtfs.line.1.142a-0"
"1552","142","gtfs.line.1.142-1"
"1553","142","gtfs.line.1.142-0"
"1554","14","gtfs.line.1.14-1"
"1555","14","gtfs.line.1.14-0"
"1556","13B","gtfs.line.1.13b-1"
"1557","13B","gtfs.line.1.13b-0"
"1558","13AB","gtfs.line.1.13ab-1"
"1559","13AB","gtfs.line.1.13ab-0"
"1560","139T","gtfs.line.1.139t-1"
"1561","139T","gtfs.line.1.139t-0"
"1562","139A","gtfs.line.1.139a-1"
"1563","139A","gtfs.line.1.139a-0"
"1564","139","gtfs.line.1.139-1"
"1565","139","gtfs.line.1.139-0"
"1566","138","gtfs.line.1.138-1"
"1567","138","gtfs.line.1.138-0"
"1568","137","gtfs.line.1.137-1"
"1569","137","gtfs.line.1.137-0"
"1570","136","gtfs.line.1.136-1"
"1571","136","gtfs.line.1.136-0"
"1572","135K","gtfs.line.1.135k-1"
"1573","135K","gtfs.line.1.135k-0"
"1574","135G","gtfs.line.1.135g-1"
"1575","135G","gtfs.line.1.135g-0"
"1576","135A","gtfs.line.1.135a-1"
"1577","135A","gtfs.line.1.135a-0"
"1578","135","gtfs.line.1.135-1"
"1579","135","gtfs.line.1.135-0"
"1580","134YK","gtfs.line.1.134yk-1"
"1581","134YK","gtfs.line.1.134yk-0"
"1582","134UK","gtfs.line.1.134uk-1"
"1583","134UK","gtfs.line.1.134uk-0"
"1584","134GK","gtfs.line.1.134gk-1"
"1585","134GK","gtfs.line.1.134gk-0"
"1586","134DK","gtfs.line.1.134dk-1"
"1587","134DK","gtfs.line.1.134dk-0"
"1588","134CK","gtfs.line.1.134ck-1"
"1589","134CK","gtfs.line.1.134ck-0"
"1590","134BK","gtfs.line.1.134bk-1"
"1591","134BK","gtfs.line.1.134bk-0"
"1592","134","gtfs.line.1.134-1"
"1593","134","gtfs.line.1.134-0"
"1594","133Ş","gtfs.line.1.133-1"
"1595","133Ş","gtfs.line.1.133-0"
"1596","133TK","gtfs.line.1.133tk-1"
"1597","133TK","gtfs.line.1.133tk-0"
"1598","133T","gtfs.line.1.133t-1"
"1599","133T","gtfs.line.1.133t-0"
"1600","133P","gtfs.line.1.133p-1"
"1601","133P","gtfs.line.1.133p-0"
"1602","133M","gtfs.line.1.133m-1"
"1603","133M","gtfs.line.1.133m-0"
"1604","133K","gtfs.line.1.133k-1"
"1605","133K","gtfs.line.1.133k-0"
"1606","133GP","gtfs.line.1.133gp-1"
"1607","133GP","gtfs.line.1.133gp-0"
"1608","133G","gtfs.line.1.133g-1"
"1609","133G","gtfs.line.1.133g-0"
"1610","133F","gtfs.line.1.133f-1"
"1611","133F","gtfs.line.1.133f-0"
"1612","133AK","gtfs.line.1.133ak-1"
"1613","133AK","gtfs.line.1.133ak-0"
"1614","133A","gtfs.line.1.133a-1"
"1615","133A","gtfs.line.1.133a-0"
"1616","132V","gtfs.line.1.132v-0"
"1617","132S","gtfs.line.1.132s-0"
"1618","132P","gtfs.line.1.132p-1"
"1619","132P","gtfs.line.1.132p-0"
"1620","132K","gtfs.line.1.132k-1"
"1621","132K","gtfs.line.1.132k-0"
"1622","132F","gtfs.line.1.132f-1"
"1623","132F","gtfs.line.1.132f-0"
"1625","59C","gtfs.line.1.59c-0"
"1626","59B","gtfs.line.1.59b-0"
"1627","59A","gtfs.line.1.59a-0"
"1628","58S","gtfs.line.1.58s-0"
"1629","57UL","gtfs.line.1.57ul-1"
"1630","57UL","gtfs.line.1.57ul-0"
"1631","55Y","gtfs.line.1.55y-1"
"1632","55Y","gtfs.line.1.55y-0"
"1633","55T","gtfs.line.1.55t-0"
"1634","55M","gtfs.line.1.55m-0"
"1635","55ET","gtfs.line.1.55et-1"
"1636","55ET","gtfs.line.1.55et-0"
"1637","559C","gtfs.line.1.559c-1"
"1638","559C","gtfs.line.1.559c-0"
"1639","55","gtfs.line.1.55-0"
"1640","54ÖR","gtfs.line.1.54r-1"
"1641","54ÖR","gtfs.line.1.54r-0"
"1642","54Ç","gtfs.line.1.54-1"
"1643","54Ç","gtfs.line.1.54-0"
"1644","54KT","gtfs.line.1.54kt-0"
"1645","54K","gtfs.line.1.54k-1"
"1646","54K","gtfs.line.1.54k-0"
"1647","54HŞ","gtfs.line.1.54h-0"
"1648","54HT","gtfs.line.1.54ht-0"
"1649","54E","gtfs.line.1.54e-1"
"1650","54E","gtfs.line.1.54e-0"
"1651","522ST","gtfs.line.1.522st-1"
"1652","522ST","gtfs.line.1.522st-0"
"1653","522B","gtfs.line.1.522b-1"
"1654","522B","gtfs.line.1.522b-0"
"1655","522","gtfs.line.1.522-1"
"1656","522","gtfs.line.1.522-0"
"1657","52","gtfs.line.1.52-1"
"1658","52","gtfs.line.1.52-0"
"1659","500T","gtfs.line.1.500t-1"
"1660","500T","gtfs.line.1.500t-0"
"1661","500L","gtfs.line.1.500l-0"
"1662","500ES","gtfs.line.1.500es-1"
"1663","500ES","gtfs.line.1.500es-0"
"1664","500A","gtfs.line.1.500a-1"
"1665","500A","gtfs.line.1.500a-0"
"1666","49Y","gtfs.line.1.49y-0"
"1667","49G","gtfs.line.1.49g-1"
"1668","49G","gtfs.line.1.49g-0"
"1669","49B","gtfs.line.1.49b-0"
"1670","49A","gtfs.line.1.49a-0"
"1671","48T","gtfs.line.1.48t-1"
"1672","48T","gtfs.line.1.48t-0"
"1673","48N","gtfs.line.1.48n-1"
"1674","48N","gtfs.line.1.48n-0"
"1675","48H","gtfs.line.1.48h-0"
"1676","48B","gtfs.line.1.48b-0"
"1677","48A","gtfs.line.1.48a-1"
"1678","48A","gtfs.line.1.48a-0"
"1679","48","gtfs.line.1.48-1"
"1680","48","gtfs.line.1.48-0"
"1681","47Ç","gtfs.line.1.47-1"
"1682","47Ç","gtfs.line.1.47-0"
"1683","47E","gtfs.line.1.47e-1"
"1684","46Ç","gtfs.line.1.46-1"
"1685","458","gtfs.line.1.458-1"
"1686","44B","gtfs.line.1.44b-1"
"1687","44B","gtfs.line.1.44b-0"
"1688","448","gtfs.line.1.448-1"
"1689","448","gtfs.line.1.448-0"
"1690","43","gtfs.line.1.43-1"
"1691","43","gtfs.line.1.43-0"
"1711","9A","gtfs.line.1.9a-1"
"1712","77A","gtfs.line.1.77a-1"
"1713","61B","gtfs.line.1.61b-0"
"1714","252","gtfs.line.1.252-1"
"1715","252","gtfs.line.1.252-0"
"1716","251","gtfs.line.1.251-1"
"1717","251","gtfs.line.1.251-0"
"1718","222","gtfs.line.1.222-1"
"1719","222","gtfs.line.1.222-0"
"1720","22","gtfs.line.1.22-1"
"1721","22","gtfs.line.1.22-0"
"1722","21Y","gtfs.line.1.21y-1"
"1723","21Y","gtfs.line.1.21y-0"
"1724","21U","gtfs.line.1.21u-1"
"1725","21U","gtfs.line.1.21u-0"
"1726","21K","gtfs.line.1.21k-1"
"1727","21K","gtfs.line.1.21k-0"
"1728","21G","gtfs.line.1.21g-1"
"1729","21G","gtfs.line.1.21g-0"
"1730","21C","gtfs.line.1.21c-1"
"1731","21C","gtfs.line.1.21c-0"
"1732","21B","gtfs.line.1.21b-1"
"1733","21B","gtfs.line.1.21b-0"
"1734","21A","gtfs.line.1.21a-1"
"1735","21A","gtfs.line.1.21a-0"
"1736","20Ü","gtfs.line.1.20-1"
"1737","20Ü","gtfs.line.1.20-0"
"1738","20K","gtfs.line.1.20k-1"
"1739","20K","gtfs.line.1.20k-0"
"1740","20E","gtfs.line.1.20e-1"
"1741","20E","gtfs.line.1.20e-0"
"1742","20D","gtfs.line.1.20d-1"
"1743","20D","gtfs.line.1.20d-0"
"1744","202","gtfs.line.1.202-1"
"1745","202","gtfs.line.1.202-0"
"1746","2","gtfs.line.1.2-1"
"1747","2","gtfs.line.1.2-0"
"1748","19Z","gtfs.line.1.19z-1"
"1749","19Z","gtfs.line.1.19z-0"
"1750","19Y","gtfs.line.1.19y-1"
"1751","19Y","gtfs.line.1.19y-0"
"1752","19V","gtfs.line.1.19v-1"
"1753","19V","gtfs.line.1.19v-0"
"1754","19T","gtfs.line.1.19t-1"
"1755","19T","gtfs.line.1.19t-0"
"1756","19SB","gtfs.line.1.19sb-1"
"1757","19SB","gtfs.line.1.19sb-0"
"1758","19S","gtfs.line.1.19s-1"
"1759","19S","gtfs.line.1.19s-0"
"1760","19M","gtfs.line.1.19m-1"
"1761","19M","gtfs.line.1.19m-0"
"1762","19F","gtfs.line.1.19f-1"
"1763","19F","gtfs.line.1.19f-0"
"1764","19ES","gtfs.line.1.19es-1"
"1765","19ES","gtfs.line.1.19es-0"
"1766","19E","gtfs.line.1.19e-1"
"1767","19E","gtfs.line.1.19e-0"
"1768","19D","gtfs.line.1.19d-1"
"1769","19D","gtfs.line.1.19d-0"
"1770","19B","gtfs.line.1.19b-1"
"1771","19B","gtfs.line.1.19b-0"
"1772","19","gtfs.line.1.19-1"
"1773","19","gtfs.line.1.19-0"
"1774","18Ü","gtfs.line.1.18-1"
"1775","18Ü","gtfs.line.1.18-0"
"1776","18S","gtfs.line.1.18s-1"
"1777","18S","gtfs.line.1.18s-0"
"1778","18M","gtfs.line.1.18m-1"
"1779","18M","gtfs.line.1.18m-0"
"1780","18K","gtfs.line.1.18k-1"
"1781","18K","gtfs.line.1.18k-0"
"1782","18H","gtfs.line.1.18h-1"
"1783","18H","gtfs.line.1.18h-0"
"1784","17S","gtfs.line.1.17s-1"
"1785","17S","gtfs.line.1.17s-0"
"1786","17L","gtfs.line.1.17l-1"
"1787","17L","gtfs.line.1.17l-0"
"1788","17K","gtfs.line.1.17k-1"
"1789","17K","gtfs.line.1.17k-0"
"1790","17","gtfs.line.1.17-1"
"1791","17","gtfs.line.1.17-0"
"1792","16Y","gtfs.line.1.16y-1"
"1793","16Y","gtfs.line.1.16y-0"
"1794","16U","gtfs.line.1.16u-1"
"1795","16U","gtfs.line.1.16u-0"
"1796","16S","gtfs.line.1.16s-1"
"1797","16S","gtfs.line.1.16s-0"
"1798","16M","gtfs.line.1.16m-0"
"1799","46Ç","gtfs.line.1.46-0"
"1800","458","gtfs.line.1.458-0"
"1801","35A","gtfs.line.1.35a-0"
"1802","15M","gtfs.line.1.15m-1"
"1803","15M","gtfs.line.1.15m-0"
"1804","15F","gtfs.line.1.15f-0"
"1805","132V","gtfs.line.1.132v-1"
"1812","99","gtfs.line.1.99-0"
"1813","98B","gtfs.line.1.98b-0"
"1814","98A","gtfs.line.1.98a-1"
"1815","98A","gtfs.line.1.98a-0"
"1816","92B","gtfs.line.1.92b-1"
"1817","92B","gtfs.line.1.92b-0"
"1818","88A","gtfs.line.1.88a-0"
"1819","88","gtfs.line.1.88-1"
"1820","88","gtfs.line.1.88-0"
"1821","85C","gtfs.line.1.85c-0"
"1822","77MT","gtfs.line.1.77mt-0"
"1823","76T","gtfs.line.1.76t-0"
"1824","47E","gtfs.line.1.47e-0"
"1825","46ÇY","gtfs.line.1.46y-1"
"1826","46ÇY","gtfs.line.1.46y-0"
"1827","HT5","gtfs.line.1.ht5-1"
"1828","36AY","gtfs.line.1.36ay-1"
"1829","29GM","gtfs.line.1.29gm-1"
"1830","27T","gtfs.line.1.27t-0"
"1831","16M","gtfs.line.1.16m-1"
"1832","15H","gtfs.line.1.15h-0"
"1833","15F","gtfs.line.1.15f-1"
"1834","14ES","gtfs.line.1.14es-0"
"1835","14AK","gtfs.line.1.14ak-0"
"1836","132S","gtfs.line.1.132s-1"
